uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
202388889	0.000253718112684	0.00669649713812	0.00860443572557	0.0408767681721	0.000581109472084	0.4	0.125		0.174528301887
1392518336	0.000287867849177	0.00285676254057	0.0175203894429	0.0137622411917	0.0024585400742	0.7	0.125		0.745283018868
361208576	0.000152471358712	0.00196935721136	0.00712404410296	0.00218579025609	0.000625810200706	0.5	0.25		0.603773584906
1535215357	0.000571406858518	0.00831430531522	0.170696419814	0.168878637875	0.00151982477314	0.7	0.0		0.103773584906
4396196375	0.000299651913179	0.00331070449744	0.0335694694204	0.05184978008	0.00167627732332	0.9	0.0		0.745283018868
17938477	8.03240280913e-05	0.00170654871002	0.00496521533795	0.0154116412009	0.00125162040141	0.2	0.25		0.183962264151
720288026681716737	1.7315359349e-05	0.000238916819403	0.00869979837611	7.0880139768e-05	0.00194448169505	1.0	0.125		0.400943396226
174004739	8.80197433575e-05	0.00640979695483	0.0512269994369	0.254632112918	0.000625810200706	0.4	0.0		0.00943396226415
53783678	0.000183494710879	0.00369979760332	0.0358490908761	0.133775727575	0.00118456930848	0.3	0.25		0.566037735849
257662370	0.00018469716639	0.00470324824481	0.0174831525984	0.0180437847696	0.000648160565017	0.5	0.25		0.410377358491
4795355113	6.87804551919e-05	0.00138571755254	0.000703867182533	0.00079883833198	0.000178802914488	1.0	0.25		0.75
1633971270	2.74159856359e-05	0.000201372747782	0.00696510635206	0.0113561477985	4.47007286219e-05	0.7	0.125		0.372641509434
2803810119	1.394848392e-05	0.00110584356409	0.00358291101302	0.0157392223874	6.70510929328e-05	0.8	0.0		0.00943396226415
2244770588	0.0114033665868	0.0827573731437	0.0113345321781	0.00380070803513	0.00527468597738	0.7	0.0		0.599056603774
102071251	8.36909035203e-05	0.00266904218247	0.00514776669755	0.00132756586106	0.000491708014841	0.4	0.125		0.495283018868
3358825450	8.22479569078e-05	0.000460768151705	0.0041251157975	0.0204230586504	0.0	0.9	0.0		0.0849056603774
555940842	0.000104373138298	0.00141643542932	0.0385219697383	0.0237199429894	0.000111751821555	0.6	0.0		0.27358490566
2469354073	2.0682234778e-05	0.000153589383902	0.000133507710751	3.44822301574e-05	0.000268204371731	0.8	0.125		0.00943396226415
360464656	9.54749675217e-05	0.00281921846895	0.0744155631846	0.0251241360286	0.000312905100353	0.5	0.125		0.688679245283
77243076	2.16441991863e-05	0.000645075412387	0.0111883094473	7.66271781275e-06	0.000223503643109	0.3	0.25		0.235849056604
1731752761	3.60736653105e-06	0.000139936994222	4.26861388117e-05	0.000116856446644	0.0	0.7	0.0		0.169811320755
2330149164	0.000105094611604	0.00161098198226	0.023252138848	0.00278156656603	0.000268204371731	0.8	0.0		0.108490566038
2830586398	4.11239784539e-05	0.00135841277318	0.00107805205893	0.00134863833504	6.70510929328e-05	0.8	0.25		0.38679245283
443273019	5.31485335574e-05	0.000576813463987	0.00979419831798	0.00500375473173	2.23503643109e-05	0.5	0.125		0.683962264151
2591381383	0.00142803616409	0.00605824792057	0.00301618440412	0.000346737981027	0.00811318224487	0.8	0.25		0.731132075472
1093716612	3.77571030249e-05	0.00083962196533	0.00272555537391	0.00152871220364	0.000156452550177	0.7	0.125		0.339622641509
36620392	0.000128903230709	0.00424930628795	0.0292345557917	0.00988873733736	0.000670510929328	0.3	0.125		0.13679245283
3437626995	4.08834873519e-06	0.000143350091642	5.99422374802e-05	2.29881534383e-05	0.0	0.9	0.0		0.0990566037736
387962514	0.000129143721811	0.0129253999297	0.00123698980982	0.00571830316777	0.000201153278798	0.5	0.125		0.551886792453
2938363689	1.58724127366e-05	0.000477833638806	0.000412329936607	1.14940767191e-05	6.70510929328e-05	0.8	0.0		0.75
20930398	0.000250591728357	0.00515719020168	0.0716119012588	0.000904200701905	0.0032631531894	0.3	0.125		0.660377358491
143697407	0.000114473764585	0.000146763189062	0.0215283454126	0.0118810439687	0.000134102185866	0.4	0.125		0.00943396226415
2291500309	1.20245551035e-06	0.000105806020021	7.26572575518e-06	1.91567945319e-06	0.0	0.8	0.125		0.103773584906
352663209	4.88196937202e-05	0.000539269392366	0.00951991717073	0.004235567271	4.47007286219e-05	0.5	0.0		0.165094339623
14616266	0.000626960303096	0.0110174784719	0.0836557499137	0.0206625185821	0.00920835009611	0.2	0.0		0.745283018868
2277153890	0.000182051764267	0.00317418060064	0.00539207672606	0.00733705230571	0.00176567878056	0.8	0.125		0.471698113208
455246957	8.56148323368e-05	0.00156319861838	0.00806041450965	0.0219038788678	0.000648160565017	0.6	0.0		0.712264150943
1400974436	0.000111106889156	0.00291478519671	0.00332951882731	0.00694625369726	0.000178802914488	0.7	0.125		0.353773584906
449119247	0.000157281180754	0.00100686373891	0.0374984106225	0.0730180380377	0.000826963479505	0.5	0.125		0.570754716981
330816423	5.98822844154e-05	0.00204785845202	0.00815941002307	0.00509570734548	6.70510929328e-05	0.5	0.125		0.599056603774
29204608	9.45130031134e-05	0.00411619548857	0.00877336384938	0.00995578611822	0.000178802914488	0.3	0.125		0.00943396226415
2733660094	3.15043343711e-05	0.00113656144087	0.000909123935117	0.00769528436346	2.23503643109e-05	0.8	0.125		0.471698113208
4756963587	1.58724127366e-05	0.000143350091642	0.00248578642399	0.00877189621615	0.000111751821555	1.0	0.125		0.00943396226415
22045364	7.69571526623e-05	0.000788425504029	0.00180916571304	0.00263980628649	0.000379956193286	0.3	0.125		0.575471698113
4136625193	8.68172878472e-05	0.00307861387288	0.000149855593701	0.000166664112427	4.47007286219e-05	0.9	0.125		0.693396226415
372046661	5.72368822926e-05	0.00496605674616	0.010706955116	0.0168330753552	0.000335255464664	0.5	0.0		0.731132075472
849310634	0.000120967024341	0.00133452109124	0.0108468203368	0.00214747666702	4.47007286219e-05	0.6	0.0		0.36320754717
24036997	0.000449477869768	0.00620842420705	0.0583056327539	0.000120687805551	0.00113986857986	0.3	0.125		0.174528301887
1141088486	5.14650958429e-05	0.000928362498251	0.0058198463299	0.000814163767605	0.0	0.7	0.0		0.00943396226415
3014684283	0.00406838797371	0.020744806119	0.0391967740178	0.0296470552175	0.00107281748693	0.9	0.25		0.278301886792
3293949957	0.00011158787136	0.000948841082771	0.0188273118631	0.033884538168	0.000268204371731	0.9	0.0		0.556603773585
727272715665690624	1.29865195118e-05	0.000191133455522	0.00108259313752	0.00079309129362	2.23503643109e-05	1.0	0.0		0.551886792453
2752545437	8.53743412347e-05	0.000607531340767	0.0374103136977	0.085408652741	0.000357605828975	0.8	0.0		0.0471698113208
14368656	0.00021259413423	0.00111949595377	0.0295369916263	0.0373231827865	0.000581109472084	0.2	0.125		0.0518867924528
20405419	0.000165698369326	0.00508892825328	0.0589749877391	0.00276049409204	0.000178802914488	0.3	0.125		0.556603773585
2682726528	4.40098716788e-05	0.00083279577049	0.00554465696692	0.0148637568773	4.47007286219e-05	0.8	0.0		0.622641509434
717841856785088512	8.68172878472e-05	0.0033550747639	0.00442028590631	0.0137450000766	6.70510929328e-05	1.0	0.0		0.193396226415
2889092479	1.17840640014e-05	0.000119458409701	0.00310337311318	0.0026436376454	0.0	0.8	0.0		0.207547169811
3182191980	3.53521920042e-05	0.00304106980126	0.0526801445879	3.0650871251e-05	0.000670510929328	0.9	0.25		0.325471698113
2582869146	5.79583555988e-05	0.00361788326524	0.00255299438723	0.000398461326263	2.23503643109e-05	0.8	0.125		0.0283018867925
3092469172	3.77571030249e-05	0.000604118243347	0.0124607196701	0.00660143139569	0.000379956193286	0.9	0.25		0.490566037736
2826839454	4.56933093932e-06	0.0013959568448	0.000682070005268	0.00129499931036	0.000402306557597	0.8	0.0		0.52358490566
2660374267	9.37915298072e-06	0.000187720358102	0.00385446751312	0.000373557493372	0.00024585400742	0.8	0.125		0.00943396226415
261625073	0.00173971263237	0.00905836055279	0.0257106788004	0.00757268087845	0.017612087077	0.5	0.0		0.169811320755
233499930	0.000760913846949	0.0100208540252	0.158467295152	3.44822301574e-05	0.00236913861696	0.5	0.125		0.231132075472
2664749580	0.000119283586627	0.00432098133377	0.00299892830545	0.00754969272502	0.000581109472084	0.8	0.25		0.580188679245
106594321	1.08220995931e-05	0.000433463372345	0.00110529853051	0.000210724739851	8.94014572438e-05	0.4	0.125		0.297169811321
722573847430504448	0.000155597743039	0.00259395403923	0.0283581276225	0.0	0.0123150507353	1.0	0.125		0.202830188679
3742834517	1.99607614718e-05	0.00085327435501	0.00414691297477	0.002823711514	0.0	0.9	0.0		0.419811320755
735391716887429120	2.47705835132e-05	0.000641662314967	0.000134415926471	0.00102871986636	0.000111751821555	1.0	0.0		0.542452830189
241331375	0.000165938860428	0.00352231653748	0.0150881877464	0.00784853871971	0.000111751821555	0.5	0.25		0.367924528302
442382315	5.48319712719e-05	0.00101368993375	0.000735654732712	0.0156338600175	0.0	0.5	0.125		0.108490566038
16536054	5.07436225367e-05	0.00245401704501	0.0016620347665	0.0002701108029	0.000111751821555	0.2	0.125		0.429245283019
81324827	0.000170989173572	0.000648488509808	0.00495431674931	0.00626618749138	0.000782262750883	0.3	0.125		0.278301886792
583117972	0.000748889291845	0.0100140278304	0.148282564075	0.0363730057777	0.00643690492155	0.6	0.5		0.665094339623
15800855	0.000650768922201	0.00483977214162	0.053851742866	0.130915618151	0.00283849626749	0.2	0.375		0.556603773585
705726066	0.00306097074714	0.0394963633447	0.0246417088987	0.000164748432974	0.0118680434491	0.6	0.0		0.504716981132
